source_event_id,n_traces,n_stations,n_s_picks,magnitude,depth_km,lat,lon,gap_deg,origin_time
20101715022,68,37,51,3.63,13.47,23.29,120.41,61.0,2020-10-17 15:04:43.200000
21071512390,225,92,140,3.62,8.36,23.98,121.6,36.0,2021-07-15 12:40:27.300000
21081908040,213,89,114,3.62,6.8,23.94,121.61,43.0,2021-08-19 08:04:23.289999
21021416001,200,84,48,3.62,14.55,22.45,121.01,67.0,2021-02-14 16:00:27.089999
21102808280,175,70,134,3.62,25.75,24.08,121.65,39.0,2021-10-28 08:29:16.780000
20110204530,157,67,70,3.62,11.88,22.34,120.99,61.0,2020-11-02 04:53:42.840000
21071811251,45,22,28,3.62,10.48,24.03,121.62,156.0,2021-07-18 11:26:08.650000
21061108531,12,7,11,3.62,10.46,23.86,121.55,129.0,2021-06-11 08:54:04.790000
20110916210,5,5,5,3.62,9.95,23.08,120.51,,2020-11-09 16:21:44.729999
20112301400,220,99,191,3.61,11.72,23.26,120.46,25.0,2020-11-23 01:40:46.609999
20070521470,244,98,186,3.61,19.74,24.26,121.81,78.0,2020-07-05 21:47:49.560000
20020419310,222,93,156,3.61,22.02,24.3,121.62,72.0,2020-02-04 19:31:38.549999
21062801560,222,93,164,3.61,9.24,23.4,121.29,21.0,2021-06-28 01:57:11.800000
20042006040,205,85,168,3.61,16.87,22.85,120.67,28.0,2020-04-20 06:04:23.539999
20082507570,185,79,140,3.61,17.48,24.21,121.63,86.0,2020-08-25 07:57:29.859999
21091503450,171,72,86,3.61,9.18,24.85,121.99,112.0,2021-09-15 03:45:50.590000
21121518410,228,95,191,3.6,18.62,23.87,121.44,28.0,2021-12-15 18:41:10.990000
20011809300,192,78,131,3.6,17.82,24.5,121.87,77.0,2020-01-18 09:30:40.060000
20092509370,177,71,84,3.6,9.31,22.39,121.04,72.0,2020-09-25 09:37:43.090000
21071523491,75,34,60,3.6,8.24,23.98,121.59,67.0,2021-07-15 23:50:05.169999
20031311530,285,113,223,3.59,22.87,24.06,121.5,29.0,2020-03-13 11:54:05.120000
21070711420,227,95,161,3.59,7.73,23.91,121.58,68.0,2021-07-07 11:42:59.250000
21071402180,207,83,123,3.59,7.42,23.96,121.61,113.0,2021-07-14 02:19:19.019999
21071523335,66,30,53,3.59,10.14,23.97,121.6,94.0,2021-07-15 23:35:10.189999
21030114110,245,102,185,3.58,6.74,22.86,120.91,28.0,2021-03-01 14:11:57.920000
21080617080,185,80,88,3.58,6.02,23.18,121.3,40.0,2021-08-06 17:09:00.690000
20032301350,188,77,154,3.58,24.4,24.41,121.67,45.0,2020-03-23 01:36:02.919999
21071409180,190,77,90,3.58,8.22,23.98,121.59,40.0,2021-07-14 09:18:55.270000
20092900340,164,65,81,3.58,11.36,22.39,121.01,56.0,2020-09-29 00:34:55.070000
21012717250,259,102,218,3.57,25.14,24.13,121.53,32.0,2021-01-27 17:25:30.170000
21071323200,221,94,115,3.57,8.16,23.93,121.58,59.0,2021-07-13 23:22:30.870000
21081001190,221,93,136,3.57,16.83,23.1,121.31,52.0,2021-08-10 01:19:50.630000
20101622200,222,92,124,3.57,11.32,24.51,121.9,80.0,2020-10-16 22:21:17.379999
20072217080,198,87,152,3.57,4.05,23.2,120.79,27.0,2020-07-22 17:08:30.390000
21020319140,208,84,151,3.57,8.82,24.46,121.86,85.0,2021-02-03 19:14:25.920000
21121601370,208,83,162,3.57,19.02,24.05,121.51,27.0,2021-12-16 01:38:09.859999
21052501090,192,81,145,3.57,18.37,23.92,121.47,36.0,2021-05-25 01:10:10.019999
21071401500,167,70,109,3.57,21.28,23.91,121.45,28.0,2021-07-14 01:51:00.670000
21102304150,51,22,51,3.57,27.08,24.09,121.64,90.0,2021-10-23 04:16:31.769999
21051811200,249,104,174,3.56,11.33,23.9,121.53,36.0,2021-05-18 11:20:20.050000
21031418370,235,95,144,3.56,6.73,24.6,121.75,58.0,2021-03-14 18:37:18.539999
21071415190,225,93,152,3.56,7.6,23.93,121.58,35.0,2021-07-14 15:19:32.689999
20011616380,207,89,163,3.56,21.55,23.92,121.45,44.0,2020-01-16 16:38:24.940000
21020618470,215,88,91,3.56,7.3,22.15,120.9,106.0,2021-02-06 18:48:09.210000
20011208290,218,85,168,3.56,26.63,23.16,121.43,140.0,2020-01-12 08:29:36.210000
21062719050,193,84,130,3.56,8.85,23.02,121.14,55.0,2021-06-27 19:05:59.869999
21071715360,202,83,113,3.56,7.33,24.05,121.66,45.0,2021-07-17 15:37:03.720000
20100702550,157,67,146,3.56,9.86,23.15,120.54,41.0,2020-10-07 02:55:30.410000
21072202120,140,58,100,3.56,6.87,23.9,121.58,72.0,2021-07-22 02:12:24.500000
21071223401,33,15,27,3.56,8.66,23.94,121.6,163.0,2021-07-12 23:41:35.109999
20051112340,273,114,227,3.55,13.72,23.65,120.75,22.0,2020-05-11 12:35:07.509999
20031605000,265,112,193,3.55,5.4,24.42,121.4,32.0,2020-03-16 05:01:56.759999
20040108550,225,92,159,3.55,9.73,22.98,121.04,53.0,2020-04-01 08:55:34.609999
21110900400,217,92,165,3.55,20.27,23.93,121.47,26.0,2021-11-09 00:40:49.399999
20013101170,204,81,128,3.55,8.54,24.8,121.91,76.0,2020-01-31 01:18:11.259999
20052300160,173,76,126,3.55,11.7,24.45,121.88,77.0,2020-05-23 00:16:27.260000
21071523294,78,37,33,3.55,7.78,23.96,121.6,149.0,2021-07-15 23:31:06.190000
20101715021,63,35,46,3.55,14.56,23.29,120.39,61.0,2020-10-17 15:04:36.579999
21021718381,40,15,32,3.55,16.22,22.23,121.36,114.0,2021-02-17 18:41:27.339999
21080914580,252,108,222,3.54,11.46,23.67,120.9,16.0,2021-08-09 14:58:36.009999
21070712520,239,99,129,3.54,6.37,23.92,121.58,40.0,2021-07-07 12:53:03.720000
21111405160,227,97,164,3.54,20.02,23.94,121.47,25.0,2021-11-14 05:16:48.159999
20052502090,232,93,138,3.54,20.12,24.36,121.96,75.0,2020-05-25 02:09:58.770000
21072319440,202,83,119,3.54,9.49,24.15,121.69,50.0,2021-07-23 19:44:36.049999
20010815210,189,80,152,3.54,14.04,24.33,121.8,114.0,2020-01-08 15:21:23.730000
20080209560,167,70,65,3.54,8.1,22.19,120.79,94.0,2020-08-02 09:56:28.269999
21041814143,70,30,41,3.54,10.64,23.81,121.47,52.0,2021-04-18 14:18:01.850000
21080421561,63,27,12,3.54,10.51,24.76,122.21,150.0,2021-08-04 21:56:10.169999
20121013272,36,15,36,3.54,66.23,24.65,122.02,219.0,2020-12-10 13:26:51.509999
21091300030,262,110,171,3.53,5.9,23.19,121.09,25.0,2021-09-13 00:03:34.179999
20021513180,246,102,176,3.53,7.89,23.87,121.54,92.0,2020-02-15 13:18:58.880000
21010922400,217,89,173,3.53,24.76,24.06,121.64,80.0,2021-01-09 22:40:18.359999
20010713030,213,86,154,3.53,24.3,24.24,121.8,109.0,2020-01-07 13:03:16.760000
20101709400,182,83,137,3.53,32.86,22.78,120.46,43.0,2020-10-17 09:40:04.440000
20050106230,174,75,105,3.53,13.28,24.41,121.84,74.0,2020-05-01 06:23:52.899999
21071223400,160,63,91,3.53,7.88,23.94,121.6,65.0,2021-07-12 23:41:16.140000
20031612080,266,106,154,3.52,6.25,24.4,121.42,39.0,2020-03-16 12:08:20.170000
21051304180,226,92,138,3.52,6.76,23.79,121.61,39.0,2021-05-13 04:18:51.469999
20010817300,214,88,201,3.52,25.43,24.14,121.53,55.0,2020-01-08 17:31:04.179999
21102715000,198,82,77,3.52,23.97,21.95,121.46,104.0,2021-10-27 15:00:50.479999
21040805110,181,73,117,3.52,17.94,24.28,121.82,78.0,2021-04-08 05:11:31.600000
21102304152,102,44,68,3.52,25.48,24.08,121.65,59.0,2021-10-23 04:16:14.939999
21071323022,9,5,9,3.52,10.25,23.91,121.6,136.0,2021-07-13 23:03:11.380000
20030803460,240,100,174,3.51,9.72,23.86,121.54,105.0,2020-03-08 03:46:19.719999
20022511280,231,93,146,3.51,6.3,24.39,121.41,39.0,2020-02-25 11:28:47.570000
21042414550,205,87,156,3.51,8.97,23.79,121.48,55.0,2021-04-24 14:55:23.780000
21092309270,166,67,92,3.51,9.03,23.81,121.51,50.0,2021-09-23 09:28:01.280000
21071700421,129,51,61,3.51,6.49,23.95,121.62,94.0,2021-07-17 00:43:12.880000
21110521350,257,108,211,3.5,19.69,23.92,121.45,25.0,2021-11-05 21:35:48.490000
20101216020,240,100,156,3.5,10.77,24.51,121.9,84.0,2020-10-12 16:03:52.549999
21030107490,213,85,182,3.5,13.82,23.89,121.58,92.0,2021-03-01 07:49:55.859999
20091905011,173,76,99,3.5,6.07,22.93,120.88,42.0,2020-09-19 05:03:29.710000
21070100500,182,76,141,3.5,13.36,23.48,120.58,25.0,2021-07-01 00:50:21.010000
21012723450,182,74,102,3.5,10.47,24.41,121.87,77.0,2021-01-27 23:45:30.890000
21080611160,51,21,39,3.5,7.24,23.16,121.29,86.0,2021-08-06 11:16:46.189999
21100514210,277,124,201,3.49,8.75,23.37,120.49,22.0,2021-10-05 14:21:59.219999
20022716540,265,105,194,3.49,5.55,24.38,121.4,38.0,2020-02-27 16:54:27.640000
21012415060,233,100,178,3.49,26.26,22.62,120.39,46.0,2021-01-24 15:07:08.210000
20122717490,230,96,148,3.49,20.23,22.85,121.31,73.0,2020-12-27 17:49:58.159999
20053103320,214,94,173,3.49,16.46,24.1,121.54,46.0,2020-05-31 03:32:32.149999
21092304200,226,93,188,3.49,15.01,23.72,121.39,43.0,2021-09-23 04:20:20.739999
20071308220,210,89,180,3.49,13.85,23.33,120.41,28.0,2020-07-13 08:22:52.590000
21071322517,174,74,88,3.49,9.02,23.91,121.59,57.0,2021-07-13 22:57:03.459999
21070722111,25,12,23,3.49,9.14,23.89,121.57,121.0,2021-07-07 22:13:34.119999
21051619500,255,108,191,3.48,21.6,23.87,121.44,26.0,2021-05-16 19:50:35.159999
21070213000,223,92,161,3.48,22.18,24.47,121.86,79.0,2021-07-02 13:00:52.359999
21071323051,182,76,128,3.48,6.92,23.92,121.63,114.0,2021-07-13 23:05:42.770000
20062623271,64,27,36,3.48,6.22,23.05,120.83,54.0,2020-06-26 23:28:51.159999
21071323133,10,5,10,3.48,8.93,23.95,121.62,203.0,2021-07-13 23:15:00.120000
20032418060,242,95,138,3.47,5.91,24.38,121.4,38.0,2020-03-24 18:06:45.789999
21070722310,211,87,158,3.47,10.39,23.9,121.57,40.0,2021-07-07 22:31:08.939999
20052302410,198,85,120,3.47,13.62,24.45,121.88,78.0,2020-05-23 02:41:12.250000
20092905320,151,62,55,3.47,12.53,22.37,121.0,65.0,2020-09-29 05:32:45.530000
20092719300,225,94,140,3.46,20.35,24.45,121.94,74.0,2020-09-27 19:31:08.750000
20010815230,210,86,138,3.46,13.75,24.33,121.79,114.0,2020-01-08 15:23:33.939999
20112303040,191,80,136,3.46,15.96,24.05,121.52,32.0,2020-11-23 03:04:52.619999
20021521400,247,103,197,3.45,9.07,23.82,121.55,74.0,2020-02-15 21:40:22.699999
21021719070,238,101,148,3.45,15.47,23.18,121.35,78.0,2021-02-17 19:07:22.079999
21090500540,233,101,171,3.45,12.22,23.26,120.4,22.0,2021-09-05 00:54:27.179999
20022506330,236,95,189,3.45,14.94,23.82,120.99,17.0,2020-02-25 06:33:14.980000
21102712370,220,91,153,3.45,8.73,23.75,121.51,32.0,2021-10-27 12:38:08.130000
21071323360,176,72,147,3.45,8.72,23.93,121.58,47.0,2021-07-13 23:37:34.399999
20031802340,176,71,110,3.45,11.16,24.46,121.84,83.0,2020-03-18 02:35:04.009999
21012303451,19,8,19,3.45,8.85,22.54,120.97,196.0,2021-01-23 03:45:20.750000
20072819090,8,8,8,3.44,6.04,24.19,121.41,,2020-07-28 19:10:12.609999
21070714340,209,86,134,3.43,6.74,23.92,121.59,38.0,2021-07-07 14:35:07.530000
20032609560,249,111,189,3.42,14.58,22.97,120.17,119.0,2020-03-26 09:57:47.979999
20010606590,212,99,161,3.42,8.15,23.38,120.26,27.0,2020-01-06 06:59:39.060000
21071804350,214,87,117,3.42,7.34,23.82,121.54,41.0,2021-07-18 04:35:49.469999
21070709000,201,86,169,3.42,14.42,23.62,120.71,21.0,2021-07-07 09:01:16.570000
21061315140,171,69,120,3.42,7.76,23.89,121.57,68.0,2021-06-13 15:15:13.210000
21042502280,85,33,43,3.42,7.55,23.5,120.29,46.0,2021-04-25 02:28:26.800000
20013110430,8,8,8,3.42,4.53,23.73,121.52,,2020-01-31 10:44:03.879999
21071413520,230,98,161,3.41,7.9,23.95,121.58,47.0,2021-07-14 13:53:05.790000
21051514390,228,95,156,3.41,10.83,24.51,121.9,79.0,2021-05-15 14:39:46.219999
21070712260,215,88,149,3.41,6.58,23.91,121.58,47.0,2021-07-07 12:26:20.210000
21111803370,199,83,134,3.41,21.84,23.89,121.71,39.0,2021-11-18 03:38:04.019999
21061109010,190,77,151,3.41,10.32,23.86,121.57,95.0,2021-06-11 09:01:32.210000
20080321520,172,73,141,3.41,8.47,24.52,121.84,76.0,2020-08-03 21:53:18.559999
20070103240,158,67,117,3.41,9.36,24.2,121.8,114.0,2020-07-01 03:24:48.409999
20110510400,207,84,98,3.4,11.74,24.51,121.89,81.0,2020-11-05 10:40:50.549999
21050209450,208,84,170,3.4,17.78,23.84,121.45,34.0,2021-05-02 09:46:01.570000
21071500450,192,76,133,3.4,7.19,23.98,121.6,77.0,2021-07-15 00:46:33.810000
20031206330,185,73,154,3.4,9.87,23.84,121.54,119.0,2020-03-12 06:34:36.020000
21082402550,173,72,143,3.4,17.61,23.93,121.46,24.0,2021-08-24 02:55:20.469999
20070419130,274,121,225,3.39,7.67,23.48,120.49,21.0,2020-07-04 19:13:57.770000
21070718500,237,98,141,3.39,5.41,23.92,121.59,36.0,2021-07-07 18:50:59.189999
20032605150,206,88,181,3.39,18.19,22.98,120.16,128.0,2020-03-26 05:15:14.710000
21080917360,212,88,127,3.39,15.37,24.44,121.93,75.0,2021-08-09 17:36:51.310000
20090410220,223,87,174,3.39,7.33,24.33,121.08,27.0,2020-09-04 10:23:07.889999
20061700060,177,74,161,3.39,8.73,23.5,120.56,28.0,2020-06-17 00:06:38.960000
21071811252,35,16,30,3.39,9.96,24.04,121.61,158.0,2021-07-18 11:26:24.170000
21071323052,16,7,16,3.39,8.77,23.93,121.57,95.0,2021-07-13 23:07:13.800000
20090503270,220,91,168,3.38,7.59,23.2,120.82,21.0,2020-09-05 03:27:15.560000
21022404150,203,81,144,3.38,24.97,24.33,121.61,69.0,2021-02-24 04:15:50.909999
20021405030,166,73,132,3.38,18.55,23.94,121.46,44.0,2020-02-14 05:03:39.390000
21031111030,162,64,104,3.38,7.16,24.6,121.74,57.0,2021-03-11 11:03:51.780000
21062403040,150,62,107,3.38,11.45,23.79,121.47,50.0,2021-06-24 03:04:37.479999
20032606410,142,61,130,3.38,14.64,22.99,120.16,129.0,2020-03-26 06:41:18.629999
21071322583,45,22,15,3.38,9.25,23.96,121.57,84.0,2021-07-13 23:00:35.460000
21040319440,245,106,191,3.37,7.03,23.41,120.5,21.0,2021-04-03 19:44:33.570000
21052217440,232,95,122,3.37,17.43,24.4,121.89,71.0,2021-05-22 17:44:09.990000
20072216110,224,91,172,3.37,17.74,23.95,121.47,57.0,2020-07-22 16:12:07.530000
21022223280,204,85,171,3.37,10.77,23.31,120.35,28.0,2021-02-22 23:28:48.729999
21012123360,191,79,151,3.37,15.72,23.92,121.47,52.0,2021-01-21 23:37:18.480000
21021416000,184,76,66,3.37,12.51,22.45,121.03,65.0,2021-02-14 16:00:25.309999
21080505120,183,74,124,3.37,5.89,23.88,121.63,100.0,2021-08-05 05:12:12.560000
21042502281,111,47,93,3.37,12.06,23.5,120.29,47.0,2021-04-25 02:28:29.989999
21060716470,218,92,182,3.36,18.88,23.95,121.48,28.0,2021-06-07 16:47:33.369999
20010607100,9,9,9,3.36,9.17,24.45,121.77,,2020-01-06 07:10:43.840000
21021909540,174,69,115,3.35,6.02,24.58,121.72,48.0,2021-02-19 09:56:10.230000
21080100550,151,62,124,3.35,20.23,23.91,121.45,33.0,2021-08-01 00:55:18.750000
21080816240,133,55,80,3.35,8.89,23.92,121.58,55.0,2021-08-08 16:25:02.080000
21071401561,81,35,56,3.35,6.17,23.93,121.65,200.0,2021-07-14 01:56:45.950000
21030901121,30,12,6,3.35,20.2,22.0,121.68,277.0,2021-03-09 01:14:27.160000
20031320000,7,7,7,3.35,8.8,23.17,120.49,,2020-03-13 20:00:59.409999
20100719120,226,96,195,3.34,17.3,23.94,121.47,45.0,2020-10-07 19:13:07.509999
21061802130,170,67,102,3.34,8.32,23.9,121.58,72.0,2021-06-18 02:13:34.359999
21090210561,47,18,35,3.34,2.0,23.16,120.54,77.0,2021-09-02 10:58:33.609999
21051905003,20,7,17,3.34,6.62,24.79,121.94,188.0,2021-05-19 05:02:24.089999
21122215350,276,115,211,3.33,19.14,23.89,121.43,25.0,2021-12-22 15:35:15.519999
21022410190,244,100,206,3.33,10.07,24.44,120.71,39.0,2021-02-24 10:19:51.340000
21042506260,210,92,169,3.33,11.7,23.5,120.29,39.0,2021-04-25 06:26:52.439999
21122821540,218,89,157,3.33,10.67,24.41,121.79,50.0,2021-12-28 21:54:24.390000
20042509120,176,71,103,3.33,6.9,22.78,120.85,43.0,2020-04-25 09:13:05.629999
20111812360,269,115,201,3.32,6.34,24.37,120.89,36.0,2020-11-18 12:36:33.179999
20060800510,202,80,151,3.32,21.54,24.05,121.5,29.0,2020-06-08 00:51:52.070000
21122807180,152,63,126,3.32,15.68,23.85,121.43,26.0,2021-12-28 07:18:42.210000
21020305290,130,55,60,3.32,5.53,25.22,121.64,88.0,2021-02-03 05:29:26.109999
21042019380,263,112,189,3.31,8.66,23.8,121.48,54.0,2021-04-20 19:38:32.759999
21090216070,239,104,154,3.31,6.26,23.17,121.3,35.0,2021-09-02 16:07:20.370000
20081911560,217,92,184,3.31,9.39,23.23,120.39,27.0,2020-08-19 11:56:55.810000
21011913040,182,73,164,3.31,20.26,24.02,121.49,30.0,2021-01-19 13:04:35.270000
20060922400,171,71,149,3.31,11.19,23.55,120.57,38.0,2020-06-09 22:41:12.009999
21071400160,148,61,43,3.31,6.86,23.93,121.63,87.0,2021-07-14 00:16:56.070000
21083008000,158,66,119,3.3,23.32,24.05,121.52,29.0,2021-08-30 08:00:12.869999
21071523140,161,65,78,3.3,6.57,23.99,121.6,48.0,2021-07-15 23:16:30.199999
20080220450,139,61,124,3.3,11.19,23.31,120.3,42.0,2020-08-02 20:45:35.880000
20020300190,194,93,171,3.29,5.06,25.15,121.56,36.0,2020-02-03 00:19:57.149999
20061316290,201,82,150,3.29,6.42,23.22,120.41,27.0,2020-06-13 16:29:38.039999
20042319180,168,72,105,3.29,6.96,24.52,121.85,82.0,2020-04-23 19:18:35.049999
21042722102,56,23,56,3.29,2.92,23.15,120.91,49.0,2021-04-27 22:12:11.019999
20020922370,211,86,174,3.28,24.69,24.32,121.61,69.0,2020-02-09 22:37:33.100000
21032406440,193,76,164,3.28,9.11,24.59,121.01,26.0,2021-03-24 06:44:07.309999
20082118100,163,68,139,3.28,15.69,23.05,120.2,114.0,2020-08-21 18:10:45.969999
21042101360,161,68,108,3.28,15.88,23.9,121.46,54.0,2021-04-21 01:36:45.579999
20090601410,160,66,117,3.28,7.02,23.21,120.79,25.0,2020-09-06 01:41:33.380000
21123108001,104,45,29,3.28,8.29,24.06,121.65,62.0,2021-12-31 08:01:10.900000
21030920000,226,97,203,3.27,25.22,24.09,120.69,20.0,2021-03-09 20:00:29.019999
21071409300,219,91,121,3.27,8.24,23.98,121.58,48.0,2021-07-14 09:30:43.479999
21072614590,182,76,135,3.27,8.72,24.0,121.61,74.0,2021-07-26 14:59:26.890000
20030400490,152,65,127,3.27,11.35,23.23,120.15,63.0,2020-03-04 00:49:57.130000
21071402360,145,62,110,3.27,7.95,23.98,121.58,63.0,2021-07-14 02:37:03.279999
21012303452,38,13,31,3.27,8.32,22.54,120.97,176.0,2021-01-23 03:46:34.380000
20030809390,5,5,5,3.27,15.54,23.74,121.39,,2020-03-08 09:39:19.329999
21060914090,225,93,179,3.26,15.74,23.92,121.49,28.0,2021-06-09 14:09:48.049999
21101721320,188,76,138,3.26,18.22,24.14,121.6,33.0,2021-10-17 21:32:08.189999
21110918231,154,66,141,3.26,12.35,23.26,120.4,30.0,2021-11-09 18:23:07.349999
21071523540,147,61,87,3.26,7.77,23.98,121.58,35.0,2021-07-15 23:54:25.989999
21021110391,93,38,69,3.26,27.19,24.39,121.94,103.0,2021-02-11 10:40:55.070000
21052911261,67,27,36,3.26,1.24,24.89,122.4,136.0,2021-05-29 11:26:37.149999
21012807283,26,9,19,3.26,7.75,22.53,120.96,177.0,2021-01-28 07:31:28.719999
21061315142,14,7,10,3.26,7.8,23.9,121.56,100.0,2021-06-13 15:15:26.350000
20031605001,226,95,141,3.25,5.47,24.42,121.4,36.0,2020-03-16 05:00:50.409999
21071400490,130,53,58,3.25,8.93,23.97,121.58,54.0,2021-07-14 00:50:35.960000
21071323120,118,49,83,3.25,7.4,23.92,121.64,113.0,2021-07-13 23:12:06.030000
21012002290,106,43,84,3.25,12.29,23.22,120.39,26.0,2021-01-20 02:30:00.090000
20081900321,33,14,23,3.25,9.19,23.22,120.38,104.0,2020-08-19 00:34:07.429999
21071619592,17,8,17,3.25,9.31,24.0,121.57,103.0,2021-07-16 20:00:53.560000
21010104570,204,87,177,3.24,13.98,23.65,120.75,15.0,2021-01-01 04:57:44.450000
20090516360,198,84,182,3.24,8.94,23.53,120.39,27.0,2020-09-05 16:37:45.570000
20072820190,148,65,135,3.24,11.98,23.21,120.06,93.0,2020-07-28 20:20:10.839999
20040823481,56,23,36,3.24,10.81,22.2,120.86,75.0,2020-04-08 23:48:55.070000
20091423560,5,5,5,3.24,9.12,23.9,121.57,,2020-09-14 23:56:55.000000
21071715365,66,30,14,3.23,6.37,24.04,121.59,89.0,2021-07-17 15:36:38.380000
20010607130,17,17,17,3.23,7.67,23.38,120.26,,2020-01-06 07:13:57.960000
20040401170,7,7,7,3.23,9.58,22.99,121.04,,2020-04-04 01:17:26.140000
20041918410,251,113,182,3.22,14.97,22.97,120.17,114.0,2020-04-19 18:41:15.230000
20022511200,236,93,171,3.22,6.36,24.39,121.4,37.0,2020-02-25 11:20:30.239999
20091400020,192,80,142,3.22,11.68,23.04,121.17,30.0,2020-09-14 00:02:22.059999
20022207540,9,9,9,3.22,6.88,23.37,120.25,,2020-02-22 07:55:10.619999
20052704011,7,7,7,3.22,10.7,23.78,121.47,,2020-05-27 04:02:53.219999
20101912490,6,6,6,3.22,10.6,23.22,120.39,,2020-10-19 12:49:14.300000
21100717130,276,118,155,3.21,25.12,24.32,121.61,22.0,2021-10-07 17:13:42.579999
21091609460,244,108,174,3.21,7.7,23.48,120.47,19.0,2021-09-16 09:46:54.030000
21100719460,205,83,149,3.21,8.63,23.24,121.32,55.0,2021-10-07 19:46:45.240000
20110207200,152,69,130,3.21,10.35,23.29,120.4,31.0,2020-11-02 07:21:23.769999
21071323023,96,40,75,3.21,9.53,23.94,121.58,109.0,2021-07-13 23:03:58.049999
21020408132,14,8,11,3.21,13.39,24.15,121.68,176.0,2021-02-04 08:15:42.700000
21070713000,248,107,136,3.2,6.98,23.91,121.57,60.0,2021-07-07 13:00:58.649999
20021919480,234,94,164,3.2,10.0,23.86,121.55,112.0,2020-02-19 19:48:30.480000
21120710560,172,70,127,3.2,8.12,24.4,121.74,50.0,2021-12-07 10:56:21.289999
21071322586,97,43,43,3.2,7.86,23.92,121.58,97.0,2021-07-13 23:01:59.850000
21102404381,27,12,21,3.2,24.89,24.07,121.61,167.0,2021-10-24 04:39:34.340000
20032606250,6,6,6,3.2,13.22,24.61,121.9,,2020-03-26 06:25:41.409999
21081823430,178,78,154,3.19,4.06,23.43,120.74,24.0,2021-08-18 23:44:05.179999
20081900411,32,15,29,3.19,10.73,23.23,120.39,79.0,2020-08-19 00:42:44.920000
21071400492,14,7,14,3.19,9.31,23.98,121.58,84.0,2021-07-14 00:50:43.439999
20101821550,6,6,6,3.19,15.46,23.28,120.34,,2020-10-18 21:55:28.929999
21110517560,207,90,177,3.18,7.34,23.51,120.44,19.0,2021-11-05 17:57:15.699999
21081010510,197,83,140,3.18,19.15,23.97,121.48,30.0,2021-08-10 10:51:09.410000
21062305120,189,79,141,3.18,18.02,23.9,121.45,29.0,2021-06-23 05:12:44.380000
20021520491,170,71,129,3.18,37.54,23.94,122.13,168.0,2020-02-15 20:51:04.440000
21071403590,157,65,66,3.18,7.47,23.93,121.57,50.0,2021-07-14 03:59:11.609999
20092107270,140,60,93,3.18,16.66,24.45,121.82,70.0,2020-09-21 07:27:46.659999
20112316270,141,60,80,3.18,14.17,24.24,121.7,132.0,2020-11-23 16:27:16.969999
20101215382,103,42,88,3.18,10.78,24.51,121.9,99.0,2020-10-12 15:42:22.719999
21032922061,25,11,20,3.18,18.6,24.81,122.03,228.0,2021-03-29 22:07:20.809999
20040219350,6,6,6,3.18,11.16,23.25,120.37,,2020-04-02 19:35:19.390000
21111112590,238,103,172,3.17,10.86,23.32,120.25,40.0,2021-11-11 12:59:34.140000
21071408080,135,54,73,3.17,6.88,23.96,121.59,51.0,2021-07-14 08:08:37.109999
21091115021,117,48,87,3.17,4.0,23.01,121.07,104.0,2021-09-11 15:03:11.869999
21071601070,93,39,46,3.16,7.68,23.98,121.59,65.0,2021-07-16 01:08:04.139999
21071811253,62,28,55,3.16,7.45,24.02,121.6,135.0,2021-07-18 11:26:54.280000
20112517120,9,9,9,3.16,4.02,22.79,120.72,,2020-11-25 17:12:36.119999
20011011480,213,93,193,3.15,8.55,24.65,120.98,40.0,2020-01-10 11:49:21.489999
20041921590,143,63,121,3.15,19.81,24.08,121.52,62.0,2020-04-19 21:59:25.809999
21071322515,96,41,56,3.15,8.78,23.93,121.57,95.0,2021-07-13 22:55:54.210000
20042414270,5,5,5,3.15,17.3,23.89,121.46,,2020-04-24 14:27:40.030000
21071323242,186,78,55,3.14,8.12,23.93,121.57,77.0,2021-07-13 23:25:59.509999
20032604480,185,76,144,3.14,14.18,22.98,120.16,127.0,2020-03-26 04:48:07.549999
20122312020,166,66,138,3.14,11.89,23.45,120.44,28.0,2020-12-23 12:02:59.500000
21071719070,156,64,64,3.14,8.42,23.9,121.57,66.0,2021-07-17 19:07:22.170000
20081900323,53,24,45,3.14,9.93,23.23,120.39,54.0,2020-08-19 00:34:47.159999
20021905390,7,7,7,3.14,9.19,23.87,121.54,,2020-02-19 05:39:21.230000
20011512410,195,91,115,3.13,4.16,25.19,121.61,58.0,2020-01-15 12:41:48.899999
20021516560,214,89,153,3.13,9.29,23.88,121.55,115.0,2020-02-15 16:56:57.280000
21061108532,11,6,11,3.13,9.82,23.87,121.52,91.0,2021-06-11 08:54:19.399999
20112917570,193,78,120,3.12,15.84,23.96,121.48,39.0,2020-11-29 17:57:23.789999
21071700420,141,58,66,3.12,6.83,23.95,121.61,89.0,2021-07-17 00:42:46.969999
21032301110,137,54,100,3.12,6.73,23.35,120.26,48.0,2021-03-23 01:11:40.880000
21040906130,132,53,118,3.12,17.5,23.05,120.28,39.0,2021-04-09 06:14:22.449999
21071323241,81,38,33,3.12,8.84,23.93,121.58,109.0,2021-07-13 23:25:03.930000
20101713360,9,9,9,3.12,12.23,23.29,120.36,,2020-10-17 13:36:33.840000
20011418060,192,79,91,3.11,6.49,24.41,121.39,34.0,2020-01-14 18:06:42.829999
21080408020,167,70,131,3.11,17.53,23.93,121.46,23.0,2021-08-04 08:03:08.560000
21071408480,123,51,66,3.11,9.17,23.93,121.58,52.0,2021-07-14 08:49:33.509999
21052900081,34,14,17,3.11,15.57,24.95,122.56,208.0,2021-05-29 00:09:56.579999
